"Nh_real_1","Nh_PIMLE_1","Nh_MLE_1","Nh_MoS_1","Nh_Mod_1","Nh_GNSUM_1","Nh_TEO_1","Nh_Zheng_1","Nh_real_2","Nh_PIMLE_2","Nh_MLE_2","Nh_MoS_2","Nh_Mod_2","Nh_GNSUM_2","Nh_TEO_2","Nh_Zheng_2","Nh_real_3","Nh_PIMLE_3","Nh_MLE_3","Nh_MoS_3","Nh_Mod_3","Nh_GNSUM_3","Nh_TEO_3","Nh_Zheng_3","Nh_real_4","Nh_PIMLE_4","Nh_MLE_4","Nh_MoS_4","Nh_Mod_4","Nh_GNSUM_4","Nh_TEO_4","Nh_Zheng_4","Nh_real_5","Nh_PIMLE_5","Nh_MLE_5","Nh_MoS_5","Nh_Mod_5","Nh_GNSUM_5","Nh_TEO_5","Nh_Zheng_5","Nh_real_6","Nh_PIMLE_6","Nh_MLE_6","Nh_MoS_6","Nh_Mod_6","Nh_GNSUM_6","Nh_TEO_6","Nh_Zheng_6","Nh_real_7","Nh_PIMLE_7","Nh_MLE_7","Nh_MoS_7","Nh_Mod_7","Nh_GNSUM_7","Nh_TEO_7","Nh_Zheng_7","Nh_real_8","Nh_PIMLE_8","Nh_MLE_8","Nh_MoS_8","Nh_Mod_8","Nh_GNSUM_8","Nh_TEO_8","Nh_Zheng_8","Nh_real_9","Nh_PIMLE_9","Nh_MLE_9","Nh_MoS_9","Nh_Mod_9","Nh_GNSUM_9","Nh_TEO_9","Nh_Zheng_9","Nh_real_10","Nh_PIMLE_10","Nh_MLE_10","Nh_MoS_10","Nh_Mod_10","Nh_GNSUM_10","Nh_TEO_10","Nh_Zheng_10","data"
1000,1026.99626954528,1012.96280606625,1028.8219323106,1008.259874007,1074.21383647799,1010.9097854971,983.650234505395,1000,1021.24978719387,1005.04992539883,1025.7420726117,1004.61590023166,995.39641943734,1005.89063034596,1009.86168090375,1000,1010.62288684784,995.251115268384,1018.50331933075,998.769315069096,1025.80836547019,996.618623420029,1032.22245314212,1000,1025.46546570702,1009.51377218219,1037.0774244811,1015.02722701251,1039.32551319648,1010.40390637382,1036.77876717563,1000,1007.24494975214,992.686550108559,1016.42471337851,995.272609230551,978.54125598423,992.672298516513,1000.20028383612,1000,1017.68232904101,999.030869651968,1028.39697007092,1000.65774339905,1015.32444959444,999.645442686,1009.3965943574,1000,998.841803764381,985.36710593873,1008.93258152979,989.544003195153,989.26116838488,987.211231708148,1013.69750920736,1000,1022.52571113184,1007.21015741698,1033.11388747917,1009.57468658642,994.977298524404,1008.9100621117,1016.40737288702,1000,1004.5209245627,990.637666267055,1010.08896943235,989.904367892277,997.012352772192,990.784771561566,979.551687364852,1000,1020.15341394215,1003.1340751603,1028.80860586151,1006.50185626018,1006.28785693683,1003.76145800799,1046.90413859351,1
1000,1036.27160206643,1020.7752290967,1039.30432961999,1020.11524219252,1045.40950160303,1021.03598707374,1005.74711366871,1000,1019.72916408163,999.201277955272,1025.22674728296,998.872651436371,1005.39609644087,998.621177376036,1005.07293944918,1000,1002.7388635986,988.649684078109,1009.23301785686,990.552796062997,979.603399433428,991.138517099624,1001.07540944683,1000,1023.0414541716,1007.59083413885,1030.14813699987,1010.41365730534,1025.19525600231,1007.50693721048,1017.73811302067,1000,1014.8020013274,998.276258331418,1021.10390075125,999.940527692033,992.233009708738,997.175823454145,1011.55474661619,1000,1019.26120732617,1003.40681362725,1026.62359201272,1005.29864388371,1026.32503660322,1003.74671343261,1011.52703341284,1000,998.492510772772,982.56442345981,1005.88036833448,984.375,975.296442687747,983.379317646894,985.38464585774,1000,1008.37473308651,997.326279261598,1012.57141400586,997.2979122817,996.957634347455,995.809435739457,1019.40443837175,1000,1007.49808638673,990.72250292598,1014.9661934574,992.14048033786,988.211845102506,990.087314545863,963.997842157556,1000,1024.61781767276,1004.92554080134,1032.58834142584,1006.56657164949,995.378031383738,1005.13228454961,1008.26525211398,2
1000,1037.7364036501,1023.95158297411,1047.99090863647,1024.69753024698,1016.66666666667,1025.38842675342,1033.92622862402,1000,1014.65335915659,1000.37126945595,1027.31510805791,1003.72063022599,1021.52230971129,1003.31789282838,989.956628884079,1000,1006.86726552446,988.141163023289,1022.19247258946,994.24620557384,1017.65744555621,989.447899486147,983.615241013809,1000,1023.80227782279,1008.7092642664,1030.34321029869,1006.42920758409,1015.50143266476,1009.89740867704,1012.13398967155,1000,1007.03037278824,989.182418583466,1026.95465026709,998.05249588028,962.815184261568,985.841565055246,976.682150250915,1000,1017.76924296823,1001.51445879529,1025.83886263569,1001.6474658445,1037.25954424386,1001.89691876447,1011.59281470056,1000,994.68433765924,982.648271938558,1007.00278350477,986.394624475567,995.246326707001,983.965461571782,978.753319017933,1000,1012.33407831948,1000.05704343858,1018.8495144692,998.122603193333,995.825049701789,998.892625471183,993.927418263741,1000,1006.01240978634,990.779068771589,1014.06222704357,987.294621103267,984.567375886525,992.876552272986,990.568688093128,1000,1016.21509704197,1001.11911389136,1029.02980996976,1005.48462702361,1024.31004110393,1002.79532886228,1006.40223181494,3
1000,1033.15386873112,1021.53110047847,1033.15386873112,1021.53110047847,1025.3859348199,1021.44477861774,1028.58783039429,1000,1011.69763508825,1001.22909818494,1011.69763508825,1001.22909818494,973.540856031128,1001.69428433185,1004.58931997463,1000,999.409606317624,989.809938172659,999.409606317624,989.809938172659,1029.16666666667,988.897221094572,999.299809832337,1000,1027.80154208071,1017.9222793463,1027.80154208071,1017.9222793463,1021.64889017008,1033.69534361292,1005.65678627881,1000,1006.8254523596,995.131450827653,1006.8254523596,995.131450827653,992.233009708738,994.219486942142,983.138954874794,1000,1015.05907507414,1002.28774057022,1015.05907507414,1002.28774057022,1000.82809822958,1003.27127786937,995.69974037582,1000,1002.04389911256,990.793323008088,1002.04389911256,990.793323008088,1001.01419878296,992.118529215021,1004.44498127758,1000,1012.96856208118,1001.7141387881,1012.96856208118,1001.7141387881,980.783216783217,1001.284850797,1002.89416520493,1000,999.955519598243,988.296266765384,999.955519598243,988.296266765384,980.672506357728,988.703471934687,992.269790959968,1000,1009.6993490449,999.799398194584,1009.6993490449,999.799398194584,987.489385791112,999.991022815792,1005.32078092853,4
1000,1043.93911691573,1022.63202011735,1043.93911691573,1022.63202011735,1055.18945634267,1024.3867022107,1015.71239993686,1000,1020.55105118585,1000.03996962309,1020.55105118585,1000.03996962309,1022.89452166803,1001.94763006674,997.607103219201,1000,1011.20273325551,995.205286272614,1011.20273325551,995.205286272614,989.97995991984,995.935049989053,1005.06740336898,1000,1023.20579130391,1008.92750388586,1023.20579130391,1008.92750388586,1034.53208009808,1011.02343217983,1007.95690584667,1000,1015.17490785421,998.190227227026,1015.17490785421,998.190227227026,982.58115597783,998.092877605436,996.070021931562,1000,1015.07666479675,995.229576624925,1015.07666479675,995.229576624925,985.242030696576,993.243562626284,1002.10061802001,1000,998.740818095701,981.425503142153,998.740818095701,981.425503142153,955.65453137103,982.7173876696,1009.50913922127,1000,1028.75939263595,1011.1021396851,1028.75939263595,1011.1021396851,974.13457798522,1010.93736288513,1004.94486283435,1000,1011.57516310421,992.950412561083,1011.57516310421,992.950412561083,992.393915132106,995.785696766608,1003.11687164525,1000,1020.41904076481,1001.72850424087,1020.41904076481,1001.72850424087,987.321711568938,1006.38790455725,999.914519331754,5
1000,1034.45627536683,1021.5718330077,1039.8299280389,1018.9073193365,1011.44887485195,1022.0809036706,1030.04271508165,1000,1016.9337282859,1001.16041775039,1026.67181474041,1003.20769847634,1036.45401822701,1000.94122040218,999.832808059165,1000,993.955207263394,982.380781927375,1003.5242882627,984.521357868863,1016.87937422808,982.566069345662,988.532987417886,1000,1032.95175613117,1018.63029132464,1037.57815426919,1013.69817302077,998.61932938856,1016.96815244324,1016.4987927823,1000,1011.71043118988,1002.1399442807,1025.26441219402,1006.28420839246,1004.85829959514,1003.84546418293,1006.78326141277,1000,1020.19597817851,1003.40681362725,1029.43402041012,1005.48898855345,978.31184056272,1002.77817496843,1025.0787434374,1000,999.156661992618,990.844476569088,1012.73983058826,995.81294455935,975.296442687747,992.676791174429,1019.63535126898,1000,1012.69202003389,997.808764940239,1026.15988301243,1001.71652362303,980.234833659491,996.705579037006,1004.84317755749,1000,996.492495614677,981.043966915984,1004.00461847405,982.706506119617,980.617088607595,982.179356896035,961.129565194267,1000,1010.92599170856,998.117515119958,1017.70251276133,999.582170374208,995.605273671594,996.860506343693,1023.94259365204,6
1000,1034.40601825326,1018.72837886198,1103.79541331548,1020.52400442147,1046.99632202697,1020.25937958485,1028.44880393468,1000,1011.4903871762,996.019108280255,1073.80387278122,986.155589495985,1011.7266477962,997.605182713835,982.426797455035,1000,995.992841446741,979.769932566442,1066.57900324319,986.372485399091,1003.24939073924,979.978373869803,1002.80181112736,1000,1029.57170292854,1015.23962301985,1095.65586198803,1013.10655327664,1028.64689150752,1012.47353794157,999.873704296716,1000,1010.18461499689,994.709842898365,1080.72478108071,998.973657201505,984.529948433161,993.839269191891,1003.84818331359,1000,1017.138021558,1001.80072028812,1096.0122078387,1006.93815987934,993.452380952381,1002.16359523988,1047.18040879167,1000,1004.29048701792,990.049352004173,1042.93250464519,973.872202707503,1014.59703947368,989.718495223911,966.074801667542,1000,1024.16567792007,1009.71617481051,1084.26937119855,1009.68564488656,998.604465709729,1008.91704239608,988.964662379046,1000,1002.0135197146,987.61005537628,1064.40982707528,991.788439803563,982.171156893819,989.849431085725,1022.84480801391,1000,1021.17044057801,1004.6361620641,1101.96823335827,1013.5231316726,1000.80321285141,1005.402587116,1004.20792719066,7
1000,1039.16574971437,1022.02010531355,1039.16574971437,1022.02010531355,1010.2523659306,1021.53492364136,1021.22521594911,1000,1017.41434591578,999.480685495146,1017.41434591578,999.480685495146,977.725674091442,998.046659572542,997.670748539021,1000,1005.46053451944,988.593155893536,1005.46053451944,988.593155893536,1031.74603174603,986.460435491082,975.046013141837,1000,1021.79632412753,1004.52363001468,1021.79632412753,1004.52363001468,1017.48392282958,1003.9635985154,1000.48454209296,1000,1009.21921457605,991.293234283889,1009.21921457605,991.293234283889,961.642774118559,992.121493054529,1010.37197272349,1000,1023.26427194337,1006.71545761621,1023.26427194337,1006.71545761621,1004.21179302046,1009.41631934343,989.404311826115,1000,998.674840165331,985.817019576508,998.674840165331,985.817019576508,990.566037735849,986.457062620769,969.701555818022,1000,1020.82056734408,1005.54061107319,1020.82056734408,1005.54061107319,972.999222999223,1005.80687857513,968.721115667873,1000,1005.39499294046,985.921094495705,1005.39499294046,985.921094495705,980.229339659945,986.670767126263,981.543221717736,1000,1018.23284970188,998.797595190381,1018.23284970188,998.797595190381,999.198075380914,997.855188085904,1018.03532925511,8
1000,1034.04790564261,1016.66666666667,1039.97023752961,1013.37420582927,1008.26446280992,1037.23040607289,1029.7127605951,1000,1016.87258970686,998.603073238874,1028.170032003,1001.70988648022,1011.31770412288,999.14556801529,990.287183921028,1000,995.117181713826,978.25656461642,1002.89793157929,977.282468924132,1016.04278074866,977.886678508902,976.730206952594,1000,1036.95755835005,1017.5657207171,1045.35413979998,1017.81630858148,1021.58999192897,1019.09305874538,1015.67807782666,1000,1009.65126750037,992.125354758764,1014.50852621617,989.707165109034,1022.24052718287,991.873681607398,998.746396625522,1000,1013.35861118796,994.794564094413,1027.5674873487,999.243299877764,1033.22327692943,995.172594132851,993.064887231257,1000,1022.72346781458,1004.6006025568,1036.73254389927,1009.16805834839,1007.96568627451,1004.64378245858,999.762299234313,1000,1019.4921203832,1003.1643034527,1023.85152667578,1000.28290426187,1005.82329317269,1005.87768251719,1006.63840502292,1000,1005.79441826876,984.472419681506,1012.87953544028,980.778741221852,984.120682810639,983.666647880788,992.902545937167,1000,1022.47743352525,1002.09104069487,1031.14994697488,1001.80904522613,1001.6077170418,1003.31011045654,1001.48078596175,9
1000,1036.1417108473,1017.83798816098,1042.13335757867,1018.33425636161,982.361963190184,1018.77441040243,1020.74160727497,1000,1013.90245099427,997.329294056683,1020.84570311982,995.406225466273,1008.46432889964,997.604256400053,978.011703767331,1000,1004.86759052267,986.146045434583,1014.6842176756,989.371929074984,982.888977317947,989.883767980111,992.45732800117,1000,1029.16510683095,1010.82095511899,1042.01826118951,1016.49520964335,1032.8437372501,1013.93911911101,1031.92773401707,1000,1013.8894641811,998.752565289123,1018.65568523941,998.431151695563,963.509316770186,1000.13212841327,1003.49573951054,1000,1021.39974764381,1007.48521067246,1026.43544538626,1005.85796248975,974.124513618677,1008.27895281245,1003.51490229646,1000,1003.52923509801,990.486512524085,1009.9085709254,990.910794602699,976.454293628809,992.123029373265,988.522042742347,1000,1002.60413296939,991.253067363255,1011.21406234657,994.099046056549,950.113808801214,990.713028144692,988.752066585021,1000,1005.34856055889,990.807354116707,1006.62053800098,988.410728050823,997.184231697506,990.583577171981,968.513394795357,1000,1016.48197772546,1000.7630215654,1022.20075727284,1000.28633129333,978.405967805261,1000.00664717275,990.585115686902,10
1000,1064.48398758122,1018.20205071139,1064.48398758122,1018.20205071139,1048.28150572831,1018.21240875427,999.535604543635,1000,1042.94550384364,1002.32353176829,1042.94550384364,1002.32353176829,983.490566037736,1044.26301481249,1004.09106783035,1000,1019.28858871148,981.404958677686,1019.28858871148,981.404958677686,1010.63829787234,1014.4109081982,982.140960814357,1000,1062.57305250226,1017.81119330975,1062.57305250226,1017.81119330975,995.086477987421,1018.77479204967,1073.54412385021,1000,1039.27899477534,993.276772850969,1039.27899477534,993.276772850968,927.503736920777,995.735059627543,1015.92738746909,1000,1046.592461316,1000.35962598897,1046.592461316,1000.35962598897,1026.86628383921,998.380606460768,1033.96488007782,1000,1015.79022980871,978.467761123007,1015.79022980871,978.467761123007,946.853415195702,980.42934596172,1012.70024336832,1000,1035.3545694566,989.139020537125,1035.3545694566,989.139020537125,1028.11986863711,988.900680502288,980.074152903205,1000,1032.25867275133,989.857850183677,1032.25867275133,989.857850183677,957.882534775889,987.192079666447,980.615531661827,1000,1042.01764766107,1006.38074468944,1042.01764766107,1006.38074468944,1008.09061488673,1008.30983050643,1011.10218758303,11
1000,1031.16889527654,1022.21040031919,1083.91795394639,1020.6114107702,1024.45851382872,1018.90808990695,1001.55675335603,1000,1009.79715155951,1001.76837609689,1076.30719532476,1011.4894201926,1007.85498489426,1000.81895405508,1046.23550467506,1000,999.628557282378,986.914394166417,1064.9493288817,994.54009566912,979.834710743802,986.273521800838,957.586595977067,1000,1026.34079777254,1017.17729784028,1103.87456256178,1027.45285852281,995.347313237221,1015.3322709928,1011.70057919473,1000,1005.98331407911,993.760635280771,1100.99835649422,1019.53632046795,975.565018015067,1000.45195560072,1016.68294982235,1000,1011.42502472267,1002.56966460871,1065.38406598072,1000.00798887948,989.525691699605,1006.30986293452,959.063621841256,1000,995.804863003854,987.856141989724,1044.57954867714,998.898883500255,982.741453700631,986.532449027584,958.88768597149,1000,1010.18939929943,1000.23296834959,1062.93169020857,999.146267513484,988.943731490622,1002.17325804134,994.096529370061,1000,998.168239565453,987.092278594419,1057.09826698038,983.792621753762,985.685884691849,994.642156397766,998.715111419963,1000,1003.20859821072,994.413407821229,1061.32753647868,996.377535924768,1022.35897435897,994.319298746155,1011.384205427,12
1000,1037.21656376886,1027.25399565629,1046.63793299745,1027.85501351238,1039.52662721894,1032.05662350723,1030.83462849177,1000,1010.10742963212,997.723685303647,1021.99521263208,1000.09160178207,1010.05887300252,996.149384816067,1001.05459949097,1000,1003.94602522577,992.49379133298,1006.34733204556,986.766541822722,994.630872483222,996.805554258149,1011.96977555884,1000,1033.74752411903,1019.31046053183,1043.41595993714,1019.61694718514,1006.44947542794,1019.44646352444,1025.76823141923,1000,1010.81140412409,998.40214537125,1023.56321630355,998.911395412209,986.769740474876,999.266721737735,1002.45926091662,1000,1016.68673970745,1003.18343722173,1020.93493281857,997.962573358432,1006.43216080402,1003.70039723529,1009.53340380563,1000,995.061155575078,986.068712882278,999.546576624137,980.409469676066,981.546961325967,986.545425097643,994.608369821744,1000,1014.03886870181,1002.18974045462,1020.0681306748,998.340472944449,984.032742155525,1001.58321240531,1014.48514568704,1000,994.674936190849,982.511766162992,1000.97502365018,979.640225579385,1001.61616161616,982.27614678991,1001.23581870324,1000,1018.25823256268,1004.66991432891,1029.04834651621,1002.76085620075,994.038781163435,1004.77361196186,1006.92178403393,13
1000,1027.65719668786,1015.33202883115,1027.65719668786,1015.33202883115,1033.32493067809,1015.82203356095,1013.4102509613,1000,1009.85157229786,997.284571884108,1009.85157229786,997.284571884109,1000.54986253437,997.262207318778,1007.26408631453,1000,1005.72240239076,993.139496896439,1005.72240239076,993.139496896439,1011.77675371224,992.843497962136,1002.65620677528,1000,1030.7060132297,1016.46255771933,1030.7060132297,1016.46255771933,1026.97768762677,1016.28154338036,999.691016520896,1000,1002.35216571181,986.021104903787,1002.35216571181,986.021104903787,1000.05036514732,986.650712745732,1002.12577325734,1000,1025.36543759141,1009.57757838492,1025.36543759141,1009.57757838492,1017.16607414931,1011.23342980874,1017.85988996015,1000,1003.64102853409,990.491482475727,1003.64102853409,990.491482475727,992.708071410611,990.782431080262,987.401763973076,1000,1007.94362881786,994.293087191703,1007.94362881786,994.293087191703,992.372461614661,996.112835444685,1000.08781398914,1000,995.359493049314,984.047435929243,995.359493049314,984.047435929243,1010.80530071356,983.749345767081,988.122104238061,1000,1015.17142263434,1002.16156436938,1015.17142263434,1002.16156436938,1004.07957693276,1002.61451737453,992.723767331924,14
1000,1045.68815777355,1019.14375217543,1045.68815777355,1019.14375217543,1005.19862677783,1021.4812337183,1040.03243182177,1000,1026.13419539226,1000.24986257558,1026.13419539226,1000.24986257558,1027.51540041068,1001.24084128333,1033.79683108047,1000,1008.53724656726,984.995762923085,1008.53724656726,984.995762923085,1038.36048344719,984.810143661137,918.53334338071,1000,1016.34849342449,995.331007028063,1016.34849342449,995.331007028063,1000.59288537549,993.771696067194,961.935319614929,1000,1028.14696441157,1006.23321339887,1028.14696441157,1006.23321339888,997.28779507785,1009.05353719556,976.530727973982,1000,1026.56495151152,1004.66516177577,1026.56495151152,1004.66516177577,998.902743142145,1008.46759114223,968.262505530477,1000,1004.82156436584,987.839663714157,1004.82156436584,987.839663714157,983.067729083665,989.314582258691,989.792699515883,1000,1023.31625928381,1003.55622339093,1023.31625928381,1003.55622339093,1005.31861515304,1005.74003393179,977.842619927692,1000,1018.21490161041,993.089634451678,1018.21490161041,993.089634451678,954.379210779596,993.303139854856,954.167260197339,1000,1012.54677038689,993.620414673046,1012.54677038689,993.620414673046,983.52244696596,993.540815966546,1010.6799702194,15
1000,1044.00090430659,1029.26012721794,1044.00090430659,1029.26012721794,1021.05612753238,1029.87957446524,1005.86096821437,1000,1019.81764512892,1003.61010830325,1019.81764512892,1003.61010830325,995.490716180371,1005.28644119031,1026.18445503794,1000,1003.10600232643,986.651576179222,1003.10600232643,986.651576179222,1002.70635994587,986.36110472681,971.555678133899,1000,1026.95251132224,1010.78059492913,1026.95251132224,1010.78059492913,1036.43807574207,1010.04428138372,984.19280661421,1000,1011.19286938319,993.197278911565,1011.19286938319,993.197278911565,971.111835670036,992.559838547665,975.52031440955,1000,1016.83200566337,997.277917939185,1016.83200566337,997.277917939185,1004.7491638796,996.490277936652,1007.26127511205,1000,1006.6178783137,992.358737180776,1006.6178783137,992.358737180776,962.613784135241,992.157536073647,1023.76863081072,1000,1008.58903911327,995.561150125878,1008.58903911327,995.561150125878,975.14600908501,993.85611081247,977.011214018715,1000,1001.65042683944,987.157789945246,1001.65042683944,987.157789945246,989.29165281011,986.394601038241,991.075350669193,1000,1018.0024576996,997.464976651101,1018.0024576996,997.464976651101,1005.51445864156,996.442295805363,985.050647744386,16
1000,1024.17522909503,1012.92347228743,1024.17522909503,1012.92347228743,1039.87823439878,1017.92813534685,982.849246107092,1000,1005.24357344357,994.287417415926,1005.24357344357,994.287417415926,991.381872213967,997.643412666788,972.565707915539,1000,1000.42895687851,989.83118769724,1000.42895687851,989.83118769724,1013.07357087926,990.428702947257,964.329604672019,1000,1024.66052748099,1015.11240319791,1024.66052748099,1015.11240319791,1030.8984474421,1016.84946322029,1031.4794878072,1000,1007.24502316899,995.437910462726,1007.24502316899,995.437910462726,977.887219896577,996.272367841544,988.168991209648,1000,1012.48954824518,1001.62536570728,1012.48954824518,1001.62536570728,1015.87623636825,1003.41204788631,991.243911053529,1000,992.46205557843,982.676224611708,992.46205557843,982.676224611708,976.744186046512,987.250153651917,984.828598010817,1000,1012.20548292623,1002.12569084953,1012.20548292623,1002.12569084953,986.266305685454,1001.64583105079,1006.82185785358,1000,1010.33363144042,998.439309268489,1010.33363144042,998.439309268489,961.784675072745,999.239023583948,958.326871533701,1000,1016.48041069634,1006.10648498612,1016.48041069634,1006.10648498612,986.686463746597,1005.76452964579,979.384452890748,17
